split_signature/train/name_16_auth/original_16_8.png,split_signature/train/name_16_forg/forgeries_16_8.png,1
split_signature/train/name_16_auth/original_16_7.png,split_signature/train/name_16_forg/forgeries_16_6.png,1
split_signature/train/name_16_auth/original_16_6.png,split_signature/train/name_16_forg/forgeries_16_4.png,1
split_signature/train/name_16_auth/original_16_5.png,split_signature/train/name_16_forg/forgeries_16_24.png,1
split_signature/train/name_16_auth/original_16_4.png,split_signature/train/name_16_forg/forgeries_16_22.png,1
split_signature/train/name_16_auth/original_16_3.png,split_signature/train/name_16_forg/forgeries_16_20.png,1
split_signature/train/name_16_auth/original_16_24.png,split_signature/train/name_16_forg/forgeries_16_19.png,1
split_signature/train/name_16_auth/original_16_23.png,split_signature/train/name_16_forg/forgeries_16_17.png,1
split_signature/train/name_16_auth/original_16_22.png,split_signature/train/name_16_forg/forgeries_16_15.png,1
split_signature/train/name_16_auth/original_16_21.png,split_signature/train/name_16_forg/forgeries_16_13.png,1
split_signature/train/name_16_auth/original_16_20.png,split_signature/train/name_16_forg/forgeries_16_11.png,1
split_signature/train/name_16_auth/original_16_2.png,split_signature/train/name_16_forg/forgeries_16_1.png,1
split_signature/train/name_16_auth/original_16_19.png,split_signature/train/name_16_forg/forgeries_16_8.png,1
split_signature/train/name_16_auth/original_16_18.png,split_signature/train/name_16_forg/forgeries_16_6.png,1
split_signature/train/name_16_auth/original_16_17.png,split_signature/train/name_16_forg/forgeries_16_4.png,1
split_signature/train/name_16_auth/original_16_16.png,split_signature/train/name_16_forg/forgeries_16_24.png,1
split_signature/train/name_16_auth/original_16_15.png,split_signature/train/name_16_forg/forgeries_16_22.png,1
split_signature/train/name_16_auth/original_16_14.png,split_signature/train/name_16_forg/forgeries_16_20.png,1
split_signature/train/name_16_auth/original_16_13.png,split_signature/train/name_16_forg/forgeries_16_19.png,1
split_signature/train/name_16_auth/original_16_12.png,split_signature/train/name_16_forg/forgeries_16_17.png,1
split_signature/train/name_16_auth/original_16_11.png,split_signature/train/name_16_forg/forgeries_16_15.png,1
split_signature/train/name_16_auth/original_16_10.png,split_signature/train/name_16_forg/forgeries_16_13.png,1
split_signature/train/name_16_auth/original_16_1.png,split_signature/train/name_16_forg/forgeries_16_11.png,1
split_signature/train/name_16_auth/original_16_9.png,split_signature/train/name_16_forg/forgeries_16_1.png,1
split_signature/train/name_16_auth/original_16_7.png,split_signature/train/name_16_forg/forgeries_16_8.png,1
split_signature/train/name_16_auth/original_16_6.png,split_signature/train/name_16_forg/forgeries_16_6.png,1
split_signature/train/name_16_auth/original_16_5.png,split_signature/train/name_16_forg/forgeries_16_4.png,1
split_signature/train/name_16_auth/original_16_4.png,split_signature/train/name_16_forg/forgeries_16_24.png,1
split_signature/train/name_16_auth/original_16_3.png,split_signature/train/name_16_forg/forgeries_16_22.png,1
split_signature/train/name_16_auth/original_16_24.png,split_signature/train/name_16_forg/forgeries_16_20.png,1
split_signature/train/name_16_auth/original_16_23.png,split_signature/train/name_16_forg/forgeries_16_19.png,1
split_signature/train/name_16_auth/original_16_22.png,split_signature/train/name_16_forg/forgeries_16_17.png,1
split_signature/train/name_16_auth/original_16_21.png,split_signature/train/name_16_forg/forgeries_16_15.png,1
split_signature/train/name_16_auth/original_16_20.png,split_signature/train/name_16_forg/forgeries_16_13.png,1
split_signature/train/name_16_auth/original_16_2.png,split_signature/train/name_16_forg/forgeries_16_11.png,1
